booking_id,entity_id,room_id,start_time,end_time,attended (YES/NO)
BKG303356,E101695,LAB_102,2025-08-27 22:16:51.023422839+00:00,2025-08-27 20:42:34.763386930+00:00,NO
BKG304948,E106979,ROOM_A1,2025-09-06 15:46:31.064174066+00:00,2025-09-06 17:54:54.078734957+00:00,YES
BKG300177,E106919,LAB_101,2025-09-10 04:28:47.395588508+00:00,2025-09-10 08:35:03.510140269+00:00,YES
BKG301950,E105890,ROOM_A1,2025-09-12 01:21:43.774539320+00:00,2025-09-12 04:09:46.561074119+00:00,YES
BKG302315,E104493,ROOM_A1,2025-09-20 13:28:18.547896226+00:00,2025-09-20 16:15:13.308716287+00:00,NO
BKG300478,E102825,ROOM_A1,2025-09-22 12:43:39.627775270+00:00,2025-09-22 14:35:32.797920184+00:00,YES
BKG304232,E103519,LAB_101,2025-09-05 03:55:25.746432736+00:00,2025-09-05 03:48:36.581850309+00:00,NO
BKG302501,E100189,LAB_101,2025-09-07 05:54:10.042714647+00:00,2025-09-07 08:10:18.749940920+00:00,NO
BKG306873,E100113,AUDITORIUM,2025-09-07 00:14:16.281764225+00:00,2025-09-07 00:07:53.403170403+00:00,NO
BKG303407,E104756,LAB_101,2025-09-24 20:55:31.529252331+00:00,2025-09-24 22:09:54.244749493+00:00,YES
BKG303061,E103075,SEM_01,2025-08-28 21:36:10.974754871+00:00,2025-08-29 01:34:41.861706685+00:00,NO
BKG304830,E102132,LAB_101,2025-09-06 16:34:21.972707637+00:00,2025-09-06 19:06:05.253192393+00:00,NO
BKG306196,E104584,AUDITORIUM,2025-09-20 11:34:47.402604439+00:00,2025-09-20 13:03:09.896474275+00:00,YES
BKG303778,E100818,LAB_305,2025-09-17 13:56:16.255011918+00:00,2025-09-17 18:44:58.162668512+00:00,YES
BKG303067,E106303,ROOM_A2,2025-09-14 19:40:00.563424097+00:00,2025-09-14 21:30:33.142298609+00:00,NO
BKG305746,E101711,ROOM_A1,2025-08-27 17:36:04.631472770+00:00,2025-08-27 17:34:37.629196287+00:00,YES
BKG303021,E102043,ROOM_A1,2025-09-17 22:41:22.498353036+00:00,2025-09-17 22:28:36.553655565+00:00,YES
BKG303160,E103462,ROOM_A1,2025-09-12 12:16:05.984108734+00:00,2025-09-12 19:03:14.259061192+00:00,YES
BKG302555,E100673,SEM_01,2025-09-02 20:34:58.828590024+00:00,2025-09-02 22:19:01.613121920+00:00,YES
BKG305392,E102571,AUDITORIUM,2025-09-02 12:45:32.992000952+00:00,2025-09-02 14:00:43.593797327+00:00,NO
BKG300469,E102386,ROOM_A1,2025-08-28 09:46:36.206237606+00:00,2025-08-28 13:19:56.616134187+00:00,YES
BKG300396,E104563,ROOM_A2,2025-09-08 17:40:07.654483612+00:00,2025-09-08 20:20:56.881262390+00:00,NO
BKG302043,E105221,SEM_01,2025-09-20 19:55:43.212512155+00:00,2025-09-20 21:22:42.448283626+00:00,YES
BKG300177,E104720,AUDITORIUM,2025-09-20 16:25:02.242902586+00:00,2025-09-20 17:45:34.844003947+00:00,YES
BKG301216,E100301,ROOM_A2,2025-09-14 02:22:30.999773952+00:00,2025-09-14 00:52:23.251243426+00:00,YES
BKG302739,E102301,AUDITORIUM,2025-09-12 04:40:28.936447491+00:00,2025-09-12 07:13:51.263822353+00:00,YES
BKG300780,E100294,ROOM_A2,2025-09-13 12:17:48.265320228+00:00,2025-09-13 15:52:29.320467684+00:00,NO
BKG305672,E103109,LAB_305,2025-08-27 20:55:07.915660080+00:00,2025-08-28 00:35:35.985716615+00:00,NO
BKG306993,E101268,ROOM_A1,2025-09-03 04:17:43.040582433+00:00,2025-09-03 07:46:38.601254225+00:00,NO
BKG301205,E106334,AUDITORIUM,2025-09-22 16:16:24.548697111+00:00,2025-09-22 17:15:23.152788362+00:00,YES
BKG304644,E102776,LAB_305,2025-08-31 12:21:45.394122665+00:00,2025-08-31 12:59:11.277663399+00:00,YES
BKG305386,E105012,AUDITORIUM,2025-08-30 16:44:23.521315546+00:00,2025-08-30 18:14:29.018813489+00:00,YES
BKG303726,E102752,ROOM_A2,2025-09-25 22:51:55.530565030+00:00,2025-09-26 00:22:59.760938649+00:00,NO
BKG305625,E104497,LAB_102,2025-09-09 06:42:49.726140830+00:00,2025-09-09 08:27:55.740701690+00:00,YES
BKG303604,E106509,ROOM_A2,2025-09-07 22:54:45.008832451+00:00,2025-09-07 23:03:22.449494781+00:00,NO
BKG304084,E101173,SEM_01,2025-09-03 06:23:31.151079352+00:00,2025-09-03 10:41:54.469090330+00:00,YES
BKG300831,E105620,LAB_101,2025-09-11 13:20:16.800215631+00:00,2025-09-11 15:10:25.831501606+00:00,YES
BKG304446,E100575,ROOM_A2,2025-09-13 03:29:21.631462958+00:00,2025-09-13 04:01:18.434677893+00:00,YES
BKG300945,E103866,ROOM_A1,2025-09-05 10:22:44.108438681+00:00,2025-09-05 10:59:30.131127710+00:00,NO
BKG302798,E101383,LAB_102,2025-09-05 17:02:34.916054232+00:00,2025-09-05 20:55:24.573141871+00:00,NO
BKG300107,E101139,LAB_101,2025-09-13 22:46:00.944044905+00:00,2025-09-14 00:58:27.001853866+00:00,YES
BKG303131,E105265,SEM_01,2025-09-20 21:10:45.693080420+00:00,2025-09-20 23:55:40.305011549+00:00,YES
BKG303584,E101871,ROOM_A2,2025-09-25 06:50:59.452991179+00:00,2025-09-25 09:39:21.745472857+00:00,YES
BKG304347,E100362,AUDITORIUM,2025-09-16 05:01:02.705272054+00:00,2025-09-16 08:12:44.192061207+00:00,YES
BKG306025,E102169,SEM_01,2025-09-15 00:39:04.331346963+00:00,2025-09-15 04:01:17.287204650+00:00,NO
BKG304207,E101894,SEM_01,2025-08-31 06:37:25.497820261+00:00,2025-08-31 05:38:34.644827974+00:00,YES
BKG303947,E102474,AUDITORIUM,2025-09-03 20:59:45.349362271+00:00,2025-09-04 00:30:50.737178395+00:00,NO
BKG303228,E102234,LAB_102,2025-09-06 06:40:06.649706016+00:00,2025-09-06 07:55:47.214062803+00:00,YES
BKG303223,E104835,LAB_102,2025-09-07 20:08:01.874925847+00:00,2025-09-07 18:00:46.976543726+00:00,NO
BKG306097,E102493,LAB_305,2025-09-15 22:03:56.826343977+00:00,2025-09-15 22:55:49.614381627+00:00,YES
BKG300846,E102331,LAB_101,2025-09-11 09:40:52.172253023+00:00,2025-09-11 13:06:52.640349786+00:00,NO
BKG302405,E100036,ROOM_A2,2025-09-13 04:34:52.277007222+00:00,2025-09-13 03:44:43.443252016+00:00,YES
BKG303582,E106940,AUDITORIUM,2025-08-30 01:59:24.943800098+00:00,2025-08-30 00:49:10.126621855+00:00,YES
BKG304297,E105880,LAB_102,2025-09-19 10:39:05.983689124+00:00,2025-09-19 10:43:51.873203677+00:00,YES
BKG303341,E103052,SEM_01,2025-09-04 02:51:35.155672031+00:00,2025-09-04 05:31:13.362144692+00:00,NO
BKG304997,E106095,LAB_102,2025-09-10 06:35:44.791095366+00:00,2025-09-10 08:45:36.460107779+00:00,NO
BKG306915,E105822,LAB_102,2025-09-15 12:52:32.724459833+00:00,2025-09-15 13:20:52.256632479+00:00,NO
BKG305957,E104449,SEM_01,2025-09-14 11:42:54.849545238+00:00,2025-09-14 14:10:03.457028949+00:00,YES
BKG306124,E101205,LAB_305,2025-09-14 12:47:17.138293319+00:00,2025-09-14 13:04:26.478539617+00:00,YES
BKG300396,E101590,ROOM_A2,2025-09-13 14:35:38.783799856+00:00,2025-09-13 14:05:59.304247107+00:00,NO
BKG302361,E105007,LAB_101,2025-08-29 22:42:34.746403834+00:00,2025-08-30 02:03:36.031314032+00:00,YES
BKG305369,E103318,LAB_305,2025-09-19 00:59:04.279538173+00:00,2025-09-19 01:08:39.034590860+00:00,YES
BKG304286,E101979,LAB_305,2025-09-11 13:12:15.216076758+00:00,2025-09-11 14:28:25.172130073+00:00,NO
BKG301252,E101269,LAB_101,2025-08-27 11:28:53.512167316+00:00,2025-08-27 13:24:55.538530655+00:00,YES
BKG300081,E101879,LAB_305,2025-09-18 23:07:29.901837719+00:00,2025-09-19 00:34:31.278773808+00:00,YES
BKG302600,E101546,AUDITORIUM,2025-09-02 04:49:56.070723349+00:00,2025-09-02 08:24:58.795288918+00:00,NO
BKG303890,E103569,SEM_01,2025-09-11 03:39:52.776217337+00:00,2025-09-11 03:27:30.529592373+00:00,NO
BKG300867,E105585,LAB_101,2025-09-14 12:18:56.733000936+00:00,2025-09-14 13:57:09.211146114+00:00,YES
BKG304826,E101333,LAB_305,2025-09-06 15:29:25.530708292+00:00,2025-09-06 17:12:35.939936396+00:00,YES
BKG303347,E106790,LAB_102,2025-09-20 00:20:07.302563541+00:00,2025-09-20 02:42:46.820945038+00:00,NO
BKG306316,E100457,LAB_101,2025-09-11 08:55:12.997063982+00:00,2025-09-11 11:14:58.682333318+00:00,YES
BKG300377,E106335,AUDITORIUM,2025-09-25 01:04:29.646668027+00:00,2025-09-25 05:10:28.696590025+00:00,NO
BKG305055,E103053,AUDITORIUM,2025-09-20 10:20:42.236174934+00:00,2025-09-20 14:52:37.753095968+00:00,YES
BKG304525,E103986,LAB_305,2025-09-23 13:50:21.576975930+00:00,2025-09-23 16:48:06.835891289+00:00,NO
BKG301777,E106558,LAB_305,2025-09-18 03:32:17.875590242+00:00,2025-09-18 05:51:16.428668475+00:00,YES
BKG301079,E104658,SEM_01,2025-09-10 03:02:34.179597598+00:00,2025-09-10 07:19:31.876486623+00:00,NO
BKG306152,E104696,ROOM_A2,2025-09-01 23:06:57.938876789+00:00,2025-09-02 04:12:55.465176431+00:00,YES
BKG302584,E103313,LAB_101,2025-09-22 22:43:06.103863292+00:00,2025-09-22 23:56:27.257877287+00:00,YES
BKG300189,E103481,LAB_305,2025-09-04 03:57:23.915625570+00:00,2025-09-04 03:37:36.062486005+00:00,NO
BKG306378,E105753,LAB_101,2025-09-03 11:17:25.358410051+00:00,2025-09-03 13:49:20.117812598+00:00,NO
BKG302474,E104071,ROOM_A2,2025-09-23 01:50:13.762769332+00:00,2025-09-23 01:11:02.739817504+00:00,YES
BKG302403,E103010,ROOM_A1,2025-09-09 14:48:14.787824013+00:00,2025-09-09 16:43:04.327229192+00:00,NO
BKG302106,E103378,LAB_305,2025-09-23 06:38:08.366359716+00:00,2025-09-23 08:23:23.651366482+00:00,YES
BKG305624,E101024,LAB_305,2025-08-27 18:22:09.817442639+00:00,2025-08-27 19:05:27.298891260+00:00,YES
BKG304101,E103454,LAB_101,2025-09-22 12:43:05.525326678+00:00,2025-09-22 17:26:00.709543203+00:00,NO
BKG306452,E101456,LAB_101,2025-09-01 13:14:18.529657917+00:00,2025-09-01 17:26:40.234873518+00:00,NO
BKG306537,E100351,LAB_305,2025-09-14 09:31:27.117623874+00:00,2025-09-14 12:05:21.103476113+00:00,YES
BKG306134,E104504,LAB_102,2025-09-24 13:15:08.155156025+00:00,2025-09-24 17:51:33.170763232+00:00,NO
BKG302476,E102432,LAB_102,2025-09-16 23:25:01.641322248+00:00,2025-09-16 23:37:58.205734677+00:00,YES
BKG305454,E102564,SEM_01,2025-09-20 22:20:57.876691097+00:00,2025-09-21 02:17:27.397866336+00:00,YES
BKG306517,E101095,ROOM_A1,2025-08-30 01:33:28.660439015+00:00,2025-08-30 02:52:04.222846344+00:00,YES
BKG302601,E104802,AUDITORIUM,2025-09-07 10:46:45.712887870+00:00,2025-09-07 12:44:13.529828203+00:00,YES
BKG301044,E105826,ROOM_A2,2025-08-26 23:46:39.769799872+00:00,2025-08-27 02:18:31.483226040+00:00,NO
BKG303480,E103869,LAB_101,2025-09-16 06:07:57.205506466+00:00,2025-09-16 08:08:06.828303528+00:00,NO
BKG306717,E102531,AUDITORIUM,2025-09-17 05:33:01.642127762+00:00,2025-09-17 10:01:58.537203265+00:00,YES
BKG306638,E103417,AUDITORIUM,2025-08-29 16:14:10.757080441+00:00,2025-08-29 16:46:34.309138218+00:00,YES
BKG304430,E106763,SEM_01,2025-09-25 15:09:24.604221472+00:00,2025-09-25 18:24:36.051485152+00:00,YES
BKG303360,E105082,ROOM_A1,2025-09-11 13:11:57.118835918+00:00,2025-09-11 12:44:22.153589006+00:00,YES
BKG302283,E104878,ROOM_A2,2025-09-19 02:47:37.098392980+00:00,2025-09-19 03:34:58.790152928+00:00,YES
BKG301552,E106751,SEM_01,2025-09-10 09:58:08.639406688+00:00,2025-09-10 13:57:19.875413938+00:00,NO
BKG305423,E101579,ROOM_A1,2025-09-22 14:58:12.655898840+00:00,2025-09-22 17:40:44.172224365+00:00,YES
BKG303032,E100345,LAB_102,2025-09-18 02:37:24.594988100+00:00,2025-09-18 06:47:07.593363011+00:00,NO
BKG301146,E105615,LAB_305,2025-09-14 05:14:41.734517021+00:00,2025-09-14 06:50:01.325916851+00:00,NO
BKG304807,E105846,AUDITORIUM,2025-09-17 01:21:18.474478989+00:00,2025-09-17 03:22:19.057428415+00:00,NO
BKG306592,E100975,SEM_01,2025-09-04 10:25:12.697074387+00:00,2025-09-04 12:03:22.260187873+00:00,YES
BKG302436,E102295,AUDITORIUM,2025-09-14 16:02:00.477626338+00:00,2025-09-14 15:42:34.114371868+00:00,NO
BKG304848,E102986,LAB_101,2025-09-14 18:46:47.538461667+00:00,2025-09-14 18:11:09.312376082+00:00,NO
BKG301636,E104819,LAB_101,2025-09-19 15:30:27.683541949+00:00,2025-09-19 17:54:51.423339758+00:00,YES
BKG300366,E103787,ROOM_A2,2025-08-28 16:35:43.523910548+00:00,2025-08-28 19:00:55.488624759+00:00,NO
BKG303542,E102931,ROOM_A1,2025-09-11 19:13:21.458516244+00:00,2025-09-11 21:08:11.877734311+00:00,NO
BKG304929,E103727,SEM_01,2025-09-02 09:53:30.285956971+00:00,2025-09-02 12:43:49.345808707+00:00,NO
BKG300161,E102331,LAB_102,2025-09-18 05:22:56.722408007+00:00,2025-09-18 06:40:40.730069499+00:00,NO
BKG306736,E101294,ROOM_A1,2025-09-10 09:58:44.690264539+00:00,2025-09-10 13:19:02.401960859+00:00,NO
BKG305098,E102035,LAB_101,2025-09-11 06:20:57.699155571+00:00,2025-09-11 08:15:13.941130197+00:00,YES
BKG303797,E100679,AUDITORIUM,2025-09-08 14:08:41.143139534+00:00,2025-09-08 14:59:27.817614398+00:00,NO
BKG306728,E104163,LAB_305,2025-09-20 13:46:25.386675097+00:00,2025-09-20 13:29:28.896480874+00:00,YES
BKG302826,E105220,LAB_305,2025-08-30 06:51:06.523906969+00:00,2025-08-30 10:49:28.692568753+00:00,YES
BKG302905,E102666,SEM_01,2025-09-05 05:31:31.336930767+00:00,2025-09-05 03:52:26.922579565+00:00,YES
BKG301103,E103338,ROOM_A1,2025-09-12 11:54:36.259550471+00:00,2025-09-12 12:24:37.147765114+00:00,YES
BKG304429,E102543,LAB_101,2025-09-05 15:47:56.602768217+00:00,2025-09-05 17:08:12.762406778+00:00,NO
BKG304004,E100275,SEM_01,2025-09-04 19:41:22.523730704+00:00,2025-09-04 23:12:50.853917726+00:00,YES
BKG302389,E104394,LAB_102,2025-09-13 08:36:29.154580945+00:00,2025-09-13 12:54:45.156989998+00:00,YES
BKG302079,E101827,LAB_102,2025-09-07 07:17:02.192417582+00:00,2025-09-07 04:55:38.056521530+00:00,NO
BKG305321,E106130,SEM_01,2025-09-02 00:39:46.668161106+00:00,2025-09-02 02:43:04.103364071+00:00,NO
BKG301566,E104668,LAB_101,2025-09-12 12:52:57.295361539+00:00,2025-09-12 13:10:18.413013867+00:00,NO
BKG301548,E100018,ROOM_A2,2025-09-08 18:16:34.627653814+00:00,2025-09-08 19:47:25.064132853+00:00,NO
BKG301689,E102430,ROOM_A1,2025-09-03 02:03:09.994772791+00:00,2025-09-03 03:00:19.944889229+00:00,NO
BKG304849,E105265,LAB_102,2025-09-04 09:53:20.731145654+00:00,2025-09-04 15:18:57.329024398+00:00,YES
BKG302835,E104723,LAB_101,2025-09-05 04:18:12.332035277+00:00,2025-09-05 07:17:40.593179680+00:00,NO
BKG305646,E106417,ROOM_A2,2025-09-11 21:17:09.897718901+00:00,2025-09-11 22:53:20.252078321+00:00,YES
BKG305697,E101342,LAB_101,2025-09-09 17:24:07.946679027+00:00,2025-09-09 17:51:09.974475645+00:00,YES
BKG306189,E103475,ROOM_A2,2025-09-17 20:37:39.137976607+00:00,2025-09-17 22:31:55.809880193+00:00,NO
BKG300645,E104472,AUDITORIUM,2025-09-21 20:54:38.061364519+00:00,2025-09-21 21:15:17.432495126+00:00,YES
BKG303563,E100424,LAB_101,2025-09-13 11:08:24.471233459+00:00,2025-09-13 10:02:30.827035116+00:00,NO
BKG303538,E101147,LAB_102,2025-09-21 00:23:36.412365833+00:00,2025-09-21 02:49:09.569423322+00:00,NO
BKG300888,E101442,SEM_01,2025-09-16 11:23:01.307008175+00:00,2025-09-16 13:59:53.645393384+00:00,NO
BKG301524,E104191,LAB_101,2025-09-17 11:21:33.478930171+00:00,2025-09-17 16:28:00.412284794+00:00,YES
BKG303066,E105509,LAB_305,2025-09-18 19:22:33.232787259+00:00,2025-09-19 01:18:40.800131155+00:00,NO
BKG304793,E100703,ROOM_A2,2025-09-05 02:49:24.828898972+00:00,2025-09-05 04:50:17.549727100+00:00,YES
BKG305654,E101422,LAB_305,2025-09-11 17:33:39.764636500+00:00,2025-09-11 21:42:34.604515410+00:00,YES
BKG301834,E105442,ROOM_A1,2025-09-07 16:43:39.274850363+00:00,2025-09-07 18:13:09.254584345+00:00,NO
BKG302535,E103456,LAB_101,2025-09-04 22:11:52.645365179+00:00,2025-09-05 02:07:23.207718415+00:00,NO
BKG305457,E103752,LAB_102,2025-09-09 10:07:30.943545375+00:00,2025-09-09 13:02:59.816413678+00:00,NO
BKG306283,E102291,SEM_01,2025-09-17 21:55:35.177529371+00:00,2025-09-17 22:07:01.928700318+00:00,NO
BKG305673,E105791,LAB_305,2025-09-05 21:51:37.203524779+00:00,2025-09-05 22:33:51.049666584+00:00,YES
BKG306421,E104533,LAB_305,2025-09-18 13:47:22.742296367+00:00,2025-09-18 16:18:41.447381954+00:00,NO
BKG304762,E100404,LAB_102,2025-08-31 12:43:16.920597688+00:00,2025-08-31 13:18:05.046022068+00:00,NO
BKG304122,E103683,AUDITORIUM,2025-09-12 16:33:31.634104986+00:00,2025-09-12 16:30:52.779533229+00:00,YES
BKG304378,E102200,SEM_01,2025-09-19 08:47:23.766246978+00:00,2025-09-19 11:18:20.610408741+00:00,YES
BKG306326,E104001,LAB_102,2025-09-06 12:18:51.051887424+00:00,2025-09-06 15:21:44.846769534+00:00,NO
BKG302754,E100635,ROOM_A1,2025-09-21 04:03:31.372967547+00:00,2025-09-21 04:30:07.836048517+00:00,NO
BKG300766,E100036,LAB_102,2025-09-15 21:59:47.561595897+00:00,2025-09-15 22:52:14.456837304+00:00,NO
BKG303347,E101542,LAB_102,2025-09-04 18:58:59.861312255+00:00,2025-09-04 19:11:40.793483510+00:00,YES
BKG306996,E104521,LAB_102,2025-09-25 14:21:02.974763528+00:00,2025-09-25 16:20:22.490788465+00:00,YES
BKG305226,E100743,ROOM_A1,2025-09-16 08:16:47.818144841+00:00,2025-09-16 08:57:52.200611283+00:00,YES
BKG304423,E105092,SEM_01,2025-09-21 04:19:20.542195940+00:00,2025-09-21 07:12:11.507672448+00:00,YES
BKG303755,E104389,ROOM_A2,2025-09-16 12:46:51.135236301+00:00,2025-09-16 13:55:16.732116809+00:00,YES
BKG301191,E105964,LAB_102,2025-09-10 00:29:37.333158109+00:00,2025-09-10 05:49:59.398546711+00:00,NO
BKG301510,E103585,SEM_01,2025-09-10 03:42:28.709001960+00:00,2025-09-10 05:52:37.186303298+00:00,YES
BKG301692,E105355,ROOM_A2,2025-09-14 03:32:46.742819011+00:00,2025-09-14 04:31:16.608845085+00:00,NO
BKG303730,E105011,AUDITORIUM,2025-09-01 20:12:06.803862184+00:00,2025-09-01 20:59:39.297374262+00:00,NO
BKG303589,E106656,ROOM_A1,2025-09-07 21:15:17.320083483+00:00,2025-09-07 22:52:12.733428930+00:00,NO
BKG302085,E105869,ROOM_A1,2025-09-20 06:29:41.191833116+00:00,2025-09-20 08:31:48.767081809+00:00,NO
BKG303893,E105401,LAB_305,2025-09-09 22:58:52.871035210+00:00,2025-09-10 00:23:00.375125025+00:00,YES
BKG303472,E102568,AUDITORIUM,2025-09-19 14:40:46.963028875+00:00,2025-09-19 17:44:39.670437440+00:00,NO
BKG306470,E102106,SEM_01,2025-09-17 08:27:14.162749523+00:00,2025-09-17 07:53:14.854083595+00:00,NO
BKG305297,E101844,AUDITORIUM,2025-09-22 13:03:27.600298159+00:00,2025-09-22 15:42:00.458445605+00:00,YES
BKG300940,E104405,SEM_01,2025-09-21 21:04:10.241812857+00:00,2025-09-21 20:52:44.035671654+00:00,NO
BKG306916,E103469,AUDITORIUM,2025-09-10 14:35:32.996223425+00:00,2025-09-10 17:53:35.529656735+00:00,YES
BKG303719,E104078,LAB_305,2025-09-06 13:36:29.753454296+00:00,2025-09-06 14:50:52.327820965+00:00,NO
BKG306631,E101913,LAB_101,2025-09-05 20:17:19.858988793+00:00,2025-09-05 23:26:10.487309907+00:00,YES
BKG306550,E104720,ROOM_A2,2025-09-20 19:23:32.974328791+00:00,2025-09-20 18:03:45.962301272+00:00,NO
BKG306769,E106081,AUDITORIUM,2025-09-11 19:33:00.635587798+00:00,2025-09-11 21:46:35.011668698+00:00,YES
BKG303737,E106943,LAB_102,2025-09-22 02:07:07.206493218+00:00,2025-09-22 01:22:41.240164758+00:00,NO
BKG305475,E102882,AUDITORIUM,2025-09-03 12:54:25.068812723+00:00,2025-09-03 15:28:06.916906456+00:00,YES
BKG306181,E104015,LAB_305,2025-09-01 20:29:14.034338068+00:00,2025-09-01 22:05:02.108968330+00:00,YES
BKG305991,E103602,LAB_305,2025-09-11 04:50:16.333520613+00:00,2025-09-11 08:58:16.722629242+00:00,NO
BKG305047,E102118,ROOM_A1,2025-08-27 03:42:57.128915728+00:00,2025-08-27 03:50:57.038428313+00:00,NO
BKG306306,E104575,ROOM_A2,2025-09-13 07:42:49.756915277+00:00,2025-09-13 08:31:54.777876609+00:00,YES
BKG304101,E106471,ROOM_A2,2025-09-20 05:28:04.872223159+00:00,2025-09-20 07:22:31.627945920+00:00,YES
BKG303342,E101332,LAB_102,2025-09-15 11:07:55.935647779+00:00,2025-09-15 14:47:03.866027635+00:00,YES
BKG302441,E104375,LAB_305,2025-09-24 12:40:43.724950143+00:00,2025-09-24 12:58:32.451019291+00:00,NO
BKG302424,E106141,SEM_01,2025-08-28 20:56:15.231063606+00:00,2025-08-28 21:40:45.901975955+00:00,NO
BKG301042,E102577,SEM_01,2025-09-02 00:46:53.967835943+00:00,2025-09-02 01:11:00.076502955+00:00,YES
BKG305400,E100507,LAB_101,2025-09-07 06:29:51.834391043+00:00,2025-09-07 05:09:59.109261451+00:00,NO
BKG304813,E106861,ROOM_A2,2025-08-27 06:28:19.026447773+00:00,2025-08-27 07:27:57.893898236+00:00,NO
BKG300463,E102731,LAB_102,2025-09-06 15:49:30.312626555+00:00,2025-09-06 17:52:05.245382241+00:00,YES
BKG304596,E102982,AUDITORIUM,2025-09-23 17:44:32.151754826+00:00,2025-09-23 17:59:20.894671014+00:00,NO
BKG304675,E106260,ROOM_A1,2025-09-23 19:54:34.470940386+00:00,2025-09-23 22:07:02.358805383+00:00,NO
BKG300970,E106973,LAB_102,2025-09-19 21:44:38.560096565+00:00,2025-09-19 23:21:38.040105308+00:00,NO
BKG305548,E105042,AUDITORIUM,2025-08-27 21:26:40.006083590+00:00,2025-08-27 22:52:00.396785821+00:00,NO
BKG305118,E105957,LAB_102,2025-09-13 17:01:07.171494569+00:00,2025-09-13 19:58:36.574322817+00:00,NO
BKG302342,E101019,LAB_305,2025-09-09 07:16:49.774171582+00:00,2025-09-09 07:10:39.133343881+00:00,YES
BKG302717,E100036,LAB_101,2025-09-19 22:12:22.768555862+00:00,2025-09-20 00:52:00.774997211+00:00,YES
BKG304285,E104134,LAB_101,2025-08-28 01:35:09.419772408+00:00,2025-08-28 02:53:07.094482164+00:00,NO
BKG303562,E106206,LAB_305,2025-09-21 15:24:42.104166877+00:00,2025-09-21 19:01:25.594865860+00:00,NO
BKG302305,E102342,LAB_102,2025-09-01 04:05:35.581921314+00:00,2025-09-01 03:32:54.643877119+00:00,NO
BKG304811,E101873,SEM_01,2025-09-01 18:42:30.122983195+00:00,2025-09-01 21:49:34.057785808+00:00,YES
BKG305701,E102366,LAB_102,2025-09-06 09:06:41.108633785+00:00,2025-09-06 11:21:59.314882878+00:00,YES
BKG301166,E106459,AUDITORIUM,2025-09-01 09:25:47.132487096+00:00,2025-09-01 11:25:22.259772876+00:00,NO
BKG306019,E102235,SEM_01,2025-09-17 14:02:17.943474626+00:00,2025-09-17 16:49:56.136551171+00:00,NO
BKG305528,E105737,AUDITORIUM,2025-08-30 21:03:45.076845559+00:00,2025-08-30 21:17:23.021633115+00:00,YES
BKG301368,E101003,LAB_305,2025-09-02 20:44:41.906074555+00:00,2025-09-03 00:36:54.532000771+00:00,YES
BKG300809,E104830,LAB_102,2025-08-27 04:52:59.774960281+00:00,2025-08-27 05:35:46.599156505+00:00,NO
BKG301769,E102165,SEM_01,2025-08-31 04:31:35.695972824+00:00,2025-08-31 04:42:56.011185999+00:00,YES
BKG306385,E101446,ROOM_A2,2025-09-15 08:47:49.634123983+00:00,2025-09-15 09:45:54.462133651+00:00,YES
BKG300717,E106651,LAB_305,2025-09-24 19:10:41.951187933+00:00,2025-09-24 23:15:52.533586412+00:00,NO
BKG305656,E106313,ROOM_A1,2025-09-20 02:02:59.949190810+00:00,2025-09-20 03:45:31.525270157+00:00,YES
BKG305494,E100257,LAB_101,2025-08-27 23:03:00.889525371+00:00,2025-08-28 02:42:15.764900093+00:00,NO
BKG304491,E104727,LAB_102,2025-08-29 21:59:49.533025651+00:00,2025-08-29 23:15:59.882682466+00:00,NO
BKG300830,E101609,ROOM_A2,2025-09-11 21:27:38.310166004+00:00,2025-09-11 23:07:06.513176037+00:00,YES
BKG304773,E106020,LAB_305,2025-09-18 06:48:19.428142969+00:00,2025-09-18 06:32:45.148929572+00:00,YES
BKG301492,E100153,ROOM_A1,2025-08-30 10:17:02.613624533+00:00,2025-08-30 15:09:23.060805698+00:00,NO
BKG303915,E101642,LAB_305,2025-09-13 06:08:06.454485863+00:00,2025-09-13 06:55:42.184115681+00:00,YES
BKG306349,E101511,AUDITORIUM,2025-09-13 12:55:18.506302225+00:00,2025-09-13 13:17:48.833245333+00:00,NO
BKG300705,E105670,LAB_305,2025-09-22 23:00:38.305635059+00:00,2025-09-23 01:36:13.922079551+00:00,YES
BKG305290,E103119,SEM_01,2025-09-23 02:53:08.295414355+00:00,2025-09-23 02:15:19.258685086+00:00,YES
BKG306904,E101879,LAB_102,2025-09-11 05:22:28.707489640+00:00,2025-09-11 07:19:55.533036716+00:00,YES
BKG304021,E103745,LAB_305,2025-09-22 02:08:16.016764330+00:00,2025-09-22 05:14:47.629932601+00:00,YES
BKG305913,E100609,LAB_101,2025-09-01 23:24:31.768603570+00:00,2025-09-02 02:06:00.037933687+00:00,YES
BKG302359,E105129,LAB_101,2025-09-05 01:20:37.111042822+00:00,2025-09-05 06:04:13.422536844+00:00,NO
BKG301430,E102931,LAB_102,2025-09-21 14:50:22.693503795+00:00,2025-09-21 15:57:50.447283558+00:00,YES
BKG303394,E100355,ROOM_A1,2025-08-30 07:49:25.811986020+00:00,2025-08-30 08:53:55.221558188+00:00,YES
BKG305587,E104732,ROOM_A1,2025-09-14 04:21:30.738430757+00:00,2025-09-14 04:21:07.030122734+00:00,NO
BKG304563,E106403,ROOM_A2,2025-09-04 16:41:05.294024854+00:00,2025-09-04 20:01:38.794879878+00:00,YES
