note_id,entity_id,category,text,timestamp
N405713,E101630,rsvp,Wi-Fi not working in hostel block.,2025-09-01T17:36:32Z
N405714,E103460,maintenance,Confirmed attendance for robotics workshop.,2025-09-25T18:30:14Z
N405715,E105446,helpdesk,Broken chair in seminar room.,2025-09-05T02:06:17Z
N405716,E105510,feedback,Confirmed attendance for robotics workshop.,2025-09-03T22:13:25Z
N405717,E105766,maintenance,Confirmed attendance for robotics workshop.,2025-09-22T16:06:33Z
N405718,E103510,incident,Wi-Fi not working in hostel block.,2025-09-14T03:55:06Z
N405719,E103888,feedback,Confirmed attendance for robotics workshop.,2025-09-12T07:51:03Z
N405720,E104067,feedback,Requesting lab access.,2025-09-02T05:33:02Z
N405721,E105761,incident,Confirmed attendance for robotics workshop.,2025-09-20T00:23:39Z
N405722,E104162,rsvp,Wi-Fi not working in hostel block.,2025-09-19T12:50:43Z
N405723,E103270,rsvp,Broken chair in seminar room.,2025-09-01T13:27:47Z
N405724,E103841,rsvp,Wi-Fi not working in hostel block.,2025-09-02T06:45:07Z
N405725,E101687,feedback,Broken chair in seminar room.,2025-08-29T16:56:09Z
N405726,E100886,helpdesk,Wi-Fi not working in hostel block.,2025-09-10T09:39:53Z
N405727,E100932,rsvp,Broken chair in seminar room.,2025-09-15T09:10:18Z
N405728,E100971,helpdesk,Wi-Fi not working in hostel block.,2025-09-20T17:23:57Z
N405729,E100353,incident,Broken chair in seminar room.,2025-09-16T20:43:46Z
N405730,E104720,feedback,Requesting lab access.,2025-09-06T17:55:21Z
N405731,E103749,helpdesk,Confirmed attendance for robotics workshop.,2025-09-05T09:13:16Z
N405732,E106307,maintenance,CCTV near library needs check.,2025-09-05T14:10:52Z
N405733,E101076,rsvp,Broken chair in seminar room.,2025-08-29T07:55:31Z
N405734,E104580,incident,Wi-Fi not working in hostel block.,2025-09-04T23:50:43Z
N405735,E105912,feedback,Broken chair in seminar room.,2025-08-27T04:03:09Z
N405736,E101048,rsvp,Wi-Fi not working in hostel block.,2025-09-12T20:49:10Z
N405737,E103642,feedback,Broken chair in seminar room.,2025-09-15T19:10:21Z
N405738,E106044,rsvp,Wi-Fi not working in hostel block.,2025-09-19T08:34:41Z
N405739,E100021,feedback,Wi-Fi not working in hostel block.,2025-09-25T19:12:03Z
N405740,E103953,incident,Confirmed attendance for robotics workshop.,2025-09-21T09:20:08Z
N405741,E106769,feedback,Confirmed attendance for robotics workshop.,2025-09-20T15:27:48Z
N405742,E106407,incident,Confirmed attendance for robotics workshop.,2025-09-21T10:40:50Z
N405743,E100754,maintenance,Wi-Fi not working in hostel block.,2025-09-23T09:57:47Z
N405744,E102580,feedback,Broken chair in seminar room.,2025-09-18T22:26:18Z
N405745,E102008,incident,Confirmed attendance for robotics workshop.,2025-09-13T11:45:39Z
N405746,E104090,incident,Requesting lab access.,2025-09-03T14:02:07Z
N405747,E105391,rsvp,Broken chair in seminar room.,2025-09-19T20:55:13Z
N405748,E103102,rsvp,Confirmed attendance for robotics workshop.,2025-09-21T12:18:42Z
N405749,E104166,feedback,CCTV near library needs check.,2025-09-06T20:22:43Z
N405750,E102956,rsvp,Confirmed attendance for robotics workshop.,2025-09-18T03:39:39Z
N405751,E104362,feedback,Requesting lab access.,2025-09-12T02:04:50Z
N405752,E101304,rsvp,Broken chair in seminar room.,2025-09-02T10:40:34Z
N405753,E100703,maintenance,Broken chair in seminar room.,2025-09-06T06:50:24Z
N405754,E102361,rsvp,Confirmed attendance for robotics workshop.,2025-09-07T14:03:31Z
N405755,E100419,maintenance,Wi-Fi not working in hostel block.,2025-09-12T18:58:43Z
N405756,E103136,incident,Wi-Fi not working in hostel block.,2025-08-30T07:53:26Z
N405757,E105716,feedback,Confirmed attendance for robotics workshop.,2025-09-10T06:59:19Z
N405758,E102682,maintenance,CCTV near library needs check.,2025-09-01T12:41:34Z
N405759,E103096,incident,Confirmed attendance for robotics workshop.,2025-09-24T00:00:26Z
N405760,E102089,rsvp,Confirmed attendance for robotics workshop.,2025-09-22T18:21:35Z
N405761,E100992,feedback,Requesting lab access.,2025-09-20T08:15:20Z
N405762,E103885,rsvp,Confirmed attendance for robotics workshop.,2025-09-06T08:14:05Z
N405763,E104611,feedback,Confirmed attendance for robotics workshop.,2025-09-07T12:48:52Z
N405764,E104016,feedback,CCTV near library needs check.,2025-09-05T16:36:51Z
N405765,E106086,rsvp,Broken chair in seminar room.,2025-09-05T11:07:50Z
N405766,E102509,incident,Requesting lab access.,2025-09-22T00:13:45Z
N405767,E103502,helpdesk,Requesting lab access.,2025-09-06T02:45:54Z
N405768,E101004,maintenance,Confirmed attendance for robotics workshop.,2025-09-14T15:09:02Z
N405769,E105282,incident,Confirmed attendance for robotics workshop.,2025-09-03T22:22:41Z
N405770,E100154,rsvp,Broken chair in seminar room.,2025-08-27T01:21:10Z
N405771,E102559,incident,Broken chair in seminar room.,2025-08-31T12:17:25Z
N405772,E103450,feedback,CCTV near library needs check.,2025-09-03T23:02:41Z
N405773,E104514,feedback,Wi-Fi not working in hostel block.,2025-09-05T00:12:58Z
N405774,E104913,incident,CCTV near library needs check.,2025-09-17T10:08:15Z
N405775,E102810,incident,Confirmed attendance for robotics workshop.,2025-08-29T01:06:30Z
N405776,E105650,rsvp,Confirmed attendance for robotics workshop.,2025-09-10T10:18:00Z
N405777,E103385,incident,Broken chair in seminar room.,2025-09-10T08:56:12Z
N405778,E101406,maintenance,CCTV near library needs check.,2025-09-05T02:02:32Z
N405779,E102691,incident,Requesting lab access.,2025-09-05T22:33:27Z
N405780,E104955,helpdesk,Wi-Fi not working in hostel block.,2025-09-11T15:58:59Z
N405781,E100836,incident,Requesting lab access.,2025-09-11T09:46:58Z
N405782,E104929,incident,Wi-Fi not working in hostel block.,2025-09-17T14:22:59Z
N405783,E103418,maintenance,Broken chair in seminar room.,2025-09-13T15:48:47Z
N405784,E106711,rsvp,Requesting lab access.,2025-09-14T16:50:52Z
N405785,E106620,incident,Requesting lab access.,2025-09-06T23:31:42Z
N405786,E105873,maintenance,Requesting lab access.,2025-09-06T11:33:25Z
N405787,E105174,rsvp,CCTV near library needs check.,2025-09-12T00:30:33Z
N405788,E105813,maintenance,CCTV near library needs check.,2025-09-12T10:07:55Z
N405789,E104105,maintenance,CCTV near library needs check.,2025-09-04T08:13:52Z
N405790,E104082,rsvp,Wi-Fi not working in hostel block.,2025-08-27T13:53:16Z
N405791,E106278,helpdesk,Confirmed attendance for robotics workshop.,2025-09-05T19:00:12Z
N405792,E104699,maintenance,Requesting lab access.,2025-09-10T21:16:44Z
N405793,E104075,rsvp,CCTV near library needs check.,2025-09-01T05:26:09Z
N405794,E100949,helpdesk,Wi-Fi not working in hostel block.,2025-09-18T03:38:00Z
N405795,E103901,helpdesk,Broken chair in seminar room.,2025-09-23T21:01:22Z
N405796,E106470,helpdesk,Broken chair in seminar room.,2025-09-08T10:03:11Z
N405797,E100016,incident,Broken chair in seminar room.,2025-09-16T16:36:51Z
N405798,E104916,maintenance,Confirmed attendance for robotics workshop.,2025-09-16T02:27:03Z
N405799,E106415,maintenance,Wi-Fi not working in hostel block.,2025-09-10T08:56:11Z
N405800,E100052,feedback,Wi-Fi not working in hostel block.,2025-09-10T15:33:56Z
N405801,E102598,helpdesk,Broken chair in seminar room.,2025-08-29T21:23:38Z
N405802,E100320,feedback,Wi-Fi not working in hostel block.,2025-09-18T03:45:24Z
N405803,E103697,helpdesk,Broken chair in seminar room.,2025-08-30T22:14:26Z
N405804,E105550,incident,Broken chair in seminar room.,2025-09-16T23:56:51Z
N405805,E104347,feedback,Confirmed attendance for robotics workshop.,2025-09-10T08:22:34Z
N405806,E103865,rsvp,Broken chair in seminar room.,2025-08-31T00:08:09Z
N405807,E105592,feedback,Confirmed attendance for robotics workshop.,2025-09-11T21:09:57Z
N405808,E103208,maintenance,Requesting lab access.,2025-09-02T10:32:42Z
N405809,E104554,incident,Broken chair in seminar room.,2025-09-18T15:59:31Z
N405810,E100628,incident,Wi-Fi not working in hostel block.,2025-09-18T10:22:17Z
N405811,E105642,maintenance,CCTV near library needs check.,2025-09-06T09:21:02Z
N405812,E104338,rsvp,Wi-Fi not working in hostel block.,2025-09-14T21:11:31Z
N405813,E103142,rsvp,Requesting lab access.,2025-09-22T20:35:29Z
N405814,E102374,rsvp,Broken chair in seminar room.,2025-09-22T06:34:59Z
N405815,E100530,rsvp,Requesting lab access.,2025-09-12T08:50:26Z
N405816,E106899,feedback,Requesting lab access.,2025-08-29T22:33:28Z
N405817,E102651,rsvp,CCTV near library needs check.,2025-08-27T03:46:18Z
N405818,E102231,maintenance,Wi-Fi not working in hostel block.,2025-08-31T19:51:38Z
N405819,E106077,rsvp,Confirmed attendance for robotics workshop.,2025-09-21T12:15:17Z
N405820,E104207,helpdesk,Requesting lab access.,2025-09-20T21:19:19Z
N405821,E105795,helpdesk,CCTV near library needs check.,2025-09-13T07:49:14Z
N405822,E102330,feedback,Requesting lab access.,2025-09-02T19:46:23Z
N405823,E106212,incident,Confirmed attendance for robotics workshop.,2025-08-30T05:07:36Z
N405824,E104043,rsvp,Wi-Fi not working in hostel block.,2025-09-02T17:52:39Z
N405825,E102398,feedback,Confirmed attendance for robotics workshop.,2025-09-21T02:18:58Z
N405826,E105047,rsvp,Requesting lab access.,2025-09-14T21:26:48Z
N405827,E100995,maintenance,Confirmed attendance for robotics workshop.,2025-09-18T18:58:41Z
N405828,E101547,maintenance,Broken chair in seminar room.,2025-09-10T12:51:24Z
N405829,E102756,maintenance,Confirmed attendance for robotics workshop.,2025-09-25T21:37:41Z
N405830,E106864,feedback,Wi-Fi not working in hostel block.,2025-09-16T21:31:45Z
N405831,E105936,rsvp,Confirmed attendance for robotics workshop.,2025-08-31T03:42:00Z
N405832,E102307,feedback,Broken chair in seminar room.,2025-09-14T20:35:33Z
N405833,E106356,helpdesk,Wi-Fi not working in hostel block.,2025-09-19T16:40:47Z
N405834,E102583,helpdesk,Confirmed attendance for robotics workshop.,2025-09-16T23:24:33Z
N405835,E102513,incident,Requesting lab access.,2025-09-09T20:32:51Z
N405836,E103017,helpdesk,Wi-Fi not working in hostel block.,2025-09-03T09:51:14Z
N405837,E101075,maintenance,Requesting lab access.,2025-09-16T03:06:19Z
N405838,E100764,helpdesk,Requesting lab access.,2025-08-31T01:28:31Z
N405839,E102884,maintenance,Wi-Fi not working in hostel block.,2025-08-31T13:02:30Z
N405840,E106515,rsvp,Requesting lab access.,2025-08-27T12:55:23Z
N405841,E103801,rsvp,Wi-Fi not working in hostel block.,2025-09-22T03:03:54Z
N405842,E104736,helpdesk,Wi-Fi not working in hostel block.,2025-08-30T06:29:52Z
N405843,E105603,incident,Confirmed attendance for robotics workshop.,2025-09-05T22:22:54Z
N405844,E105525,feedback,Requesting lab access.,2025-09-15T05:33:37Z
N405845,E105255,feedback,Wi-Fi not working in hostel block.,2025-08-27T15:56:28Z
N405846,E103599,helpdesk,Broken chair in seminar room.,2025-09-15T11:24:08Z
N405847,E100119,maintenance,Wi-Fi not working in hostel block.,2025-09-16T07:14:37Z
N405848,E103174,maintenance,Confirmed attendance for robotics workshop.,2025-09-13T13:44:31Z
N405849,E102615,incident,Wi-Fi not working in hostel block.,2025-09-24T10:20:37Z
N405850,E103826,maintenance,Wi-Fi not working in hostel block.,2025-09-02T22:25:01Z
N405851,E102987,feedback,CCTV near library needs check.,2025-09-04T08:45:16Z
N405852,E105232,maintenance,Confirmed attendance for robotics workshop.,2025-09-04T21:00:56Z
N405853,E100826,rsvp,Requesting lab access.,2025-09-15T16:01:29Z
N405854,E104776,maintenance,CCTV near library needs check.,2025-09-07T00:48:33Z
N405855,E103922,incident,Wi-Fi not working in hostel block.,2025-09-01T17:20:54Z
N405856,E100527,incident,Confirmed attendance for robotics workshop.,2025-08-28T08:31:43Z
N405857,E105212,rsvp,CCTV near library needs check.,2025-09-10T07:10:27Z
N405858,E100154,helpdesk,Requesting lab access.,2025-09-20T03:59:43Z
N405859,E101836,incident,Requesting lab access.,2025-08-27T05:40:38Z
N405860,E101179,maintenance,Requesting lab access.,2025-09-22T12:55:20Z
N405861,E101007,feedback,CCTV near library needs check.,2025-09-02T15:07:53Z
N405862,E105241,feedback,CCTV near library needs check.,2025-09-22T09:41:02Z
N405863,E104229,feedback,Requesting lab access.,2025-09-25T05:27:04Z
N405864,E104539,maintenance,Requesting lab access.,2025-08-27T12:09:47Z
N405865,E104691,helpdesk,Requesting lab access.,2025-09-15T10:11:24Z
N405866,E100779,helpdesk,Broken chair in seminar room.,2025-09-09T07:42:41Z
N405867,E103635,feedback,Requesting lab access.,2025-09-07T15:12:08Z
N405868,E103560,helpdesk,Requesting lab access.,2025-08-29T19:42:14Z
N405869,E102839,feedback,Confirmed attendance for robotics workshop.,2025-09-20T12:22:15Z
N405870,E100175,feedback,CCTV near library needs check.,2025-09-23T05:43:33Z
N405871,E101600,maintenance,Wi-Fi not working in hostel block.,2025-09-21T06:12:42Z
N405872,E103696,incident,Wi-Fi not working in hostel block.,2025-08-28T17:21:09Z
N405873,E102473,rsvp,Requesting lab access.,2025-09-07T08:59:21Z
N405874,E104126,incident,Broken chair in seminar room.,2025-09-17T15:46:01Z
N405875,E100677,feedback,CCTV near library needs check.,2025-09-12T20:09:31Z
N405876,E100128,maintenance,Confirmed attendance for robotics workshop.,2025-09-16T22:06:45Z
N405877,E101724,helpdesk,Wi-Fi not working in hostel block.,2025-09-13T03:14:42Z
N405878,E103212,incident,Wi-Fi not working in hostel block.,2025-09-15T16:54:22Z
N405879,E103133,rsvp,Wi-Fi not working in hostel block.,2025-09-10T16:46:32Z
N405880,E105460,rsvp,CCTV near library needs check.,2025-09-02T23:43:52Z
N405881,E103228,feedback,Confirmed attendance for robotics workshop.,2025-09-13T00:56:28Z
N405882,E103044,rsvp,CCTV near library needs check.,2025-09-04T19:53:06Z
N405883,E102923,maintenance,CCTV near library needs check.,2025-09-08T05:18:51Z
N405884,E105707,feedback,Confirmed attendance for robotics workshop.,2025-09-25T21:27:02Z
N405885,E106985,maintenance,Broken chair in seminar room.,2025-08-27T00:07:07Z
N405886,E100884,maintenance,Requesting lab access.,2025-09-04T03:56:48Z
N405887,E103603,incident,Confirmed attendance for robotics workshop.,2025-09-17T06:01:15Z
N405888,E103770,feedback,Wi-Fi not working in hostel block.,2025-09-10T04:57:54Z
N405889,E100045,maintenance,Confirmed attendance for robotics workshop.,2025-09-24T02:35:37Z
N405890,E102249,maintenance,Requesting lab access.,2025-08-31T08:19:23Z
N405891,E105925,incident,Confirmed attendance for robotics workshop.,2025-08-30T08:25:49Z
N405892,E102566,maintenance,Requesting lab access.,2025-09-09T22:35:05Z
N405893,E102943,rsvp,Broken chair in seminar room.,2025-09-19T07:01:14Z
N405894,E104608,maintenance,Wi-Fi not working in hostel block.,2025-09-24T00:49:21Z
N405895,E100063,rsvp,Confirmed attendance for robotics workshop.,2025-09-15T06:15:11Z
N405896,E104832,feedback,Confirmed attendance for robotics workshop.,2025-09-25T01:34:57Z
N405897,E101187,incident,Wi-Fi not working in hostel block.,2025-09-23T19:04:09Z
N405898,E105958,feedback,Confirmed attendance for robotics workshop.,2025-09-06T22:19:44Z
N405899,E103771,rsvp,Requesting lab access.,2025-09-11T14:33:03Z
N405900,E101110,feedback,Wi-Fi not working in hostel block.,2025-09-09T10:57:05Z
N405901,E106128,feedback,CCTV near library needs check.,2025-08-30T20:58:39Z
N405902,E100400,feedback,Broken chair in seminar room.,2025-09-05T22:43:11Z
N405903,E106631,rsvp,CCTV near library needs check.,2025-09-15T19:10:06Z
N405904,E103702,maintenance,Requesting lab access.,2025-08-31T05:06:14Z
N405905,E101663,rsvp,Requesting lab access.,2025-09-05T12:49:40Z
N405906,E105392,incident,Requesting lab access.,2025-09-07T15:02:10Z
N405907,E102003,maintenance,Confirmed attendance for robotics workshop.,2025-09-01T10:10:09Z
N405908,E105409,maintenance,Wi-Fi not working in hostel block.,2025-09-07T22:49:13Z
N405909,E104327,feedback,Requesting lab access.,2025-09-19T19:20:45Z
N405910,E100929,maintenance,Confirmed attendance for robotics workshop.,2025-09-24T23:03:26Z
N405911,E106150,maintenance,CCTV near library needs check.,2025-09-10T20:54:36Z
N405912,E101390,incident,CCTV near library needs check.,2025-08-31T13:41:15Z
N405913,E100893,maintenance,Broken chair in seminar room.,2025-09-25T02:10:28Z
N405914,E101681,feedback,CCTV near library needs check.,2025-08-30T07:06:56Z
N405915,E101944,rsvp,CCTV near library needs check.,2025-09-25T20:51:52Z
N405916,E101582,helpdesk,Wi-Fi not working in hostel block.,2025-09-13T16:46:13Z
N405917,E103272,maintenance,CCTV near library needs check.,2025-09-08T11:37:33Z
N405918,E102944,feedback,Wi-Fi not working in hostel block.,2025-09-11T14:55:31Z
N405919,E104715,rsvp,Requesting lab access.,2025-09-01T03:04:21Z
N405920,E106471,helpdesk,CCTV near library needs check.,2025-09-21T10:26:05Z
N405921,E100299,helpdesk,Wi-Fi not working in hostel block.,2025-09-08T08:32:56Z
N405922,E100745,helpdesk,CCTV near library needs check.,2025-09-01T14:01:47Z
N405923,E102245,helpdesk,CCTV near library needs check.,2025-08-29T14:09:59Z
N405924,E103179,maintenance,CCTV near library needs check.,2025-08-30T23:26:53Z
N405925,E105509,feedback,Wi-Fi not working in hostel block.,2025-09-19T23:40:05Z
N405926,E103740,incident,Wi-Fi not working in hostel block.,2025-09-08T18:21:05Z
N405927,E101372,rsvp,CCTV near library needs check.,2025-09-04T08:02:06Z
N405928,E104628,incident,Wi-Fi not working in hostel block.,2025-09-20T09:16:26Z
N405929,E106635,feedback,Wi-Fi not working in hostel block.,2025-09-13T15:34:03Z
N405930,E103299,helpdesk,CCTV near library needs check.,2025-09-08T01:02:51Z
N405931,E102617,incident,Broken chair in seminar room.,2025-09-26T00:51:40Z
N405932,E104554,maintenance,CCTV near library needs check.,2025-09-08T07:26:21Z
N405933,E104825,rsvp,Requesting lab access.,2025-09-22T01:33:31Z
N405934,E106542,rsvp,Broken chair in seminar room.,2025-09-08T08:09:00Z
N405935,E104992,rsvp,Requesting lab access.,2025-09-09T03:45:54Z
N405936,E106793,helpdesk,CCTV near library needs check.,2025-09-09T21:03:41Z
N405937,E100190,incident,Requesting lab access.,2025-09-05T11:05:29Z
N405938,E106508,incident,CCTV near library needs check.,2025-09-08T19:15:28Z
N405939,E100219,rsvp,CCTV near library needs check.,2025-09-07T11:29:18Z
N405940,E100106,feedback,Confirmed attendance for robotics workshop.,2025-08-27T16:30:42Z
N405941,E105912,feedback,Broken chair in seminar room.,2025-09-08T12:08:49Z
N405942,E101863,maintenance,Broken chair in seminar room.,2025-09-04T16:52:26Z
N405943,E103531,maintenance,Confirmed attendance for robotics workshop.,2025-09-16T23:37:28Z
N405944,E101431,helpdesk,CCTV near library needs check.,2025-09-25T01:19:53Z
N405945,E106754,feedback,Broken chair in seminar room.,2025-08-27T22:27:21Z
N405946,E104404,feedback,Requesting lab access.,2025-09-23T21:02:25Z
N405947,E105851,rsvp,Broken chair in seminar room.,2025-09-20T18:35:22Z
N405948,E103064,helpdesk,Confirmed attendance for robotics workshop.,2025-09-02T13:16:45Z
N405949,E101704,rsvp,Wi-Fi not working in hostel block.,2025-09-12T21:13:44Z
N405950,E106411,rsvp,Confirmed attendance for robotics workshop.,2025-09-08T01:52:23Z
N405951,E103136,rsvp,CCTV near library needs check.,2025-09-10T01:07:38Z
N405952,E103206,maintenance,Confirmed attendance for robotics workshop.,2025-09-09T11:45:33Z
N405953,E105948,incident,Confirmed attendance for robotics workshop.,2025-09-15T06:57:46Z
N405954,E103621,rsvp,Confirmed attendance for robotics workshop.,2025-08-29T22:43:09Z
N405955,E102768,incident,Confirmed attendance for robotics workshop.,2025-09-01T08:53:46Z
N405956,E102854,maintenance,Wi-Fi not working in hostel block.,2025-09-08T18:45:17Z
N405957,E102393,helpdesk,CCTV near library needs check.,2025-09-06T19:28:03Z
N405958,E102530,rsvp,CCTV near library needs check.,2025-09-22T08:48:38Z
N405959,E101483,helpdesk,Requesting lab access.,2025-09-09T19:26:32Z
N405960,E101284,incident,CCTV near library needs check.,2025-09-23T03:59:35Z
N405961,E104332,incident,Requesting lab access.,2025-09-16T18:24:23Z
N405962,E105818,maintenance,CCTV near library needs check.,2025-09-24T20:36:30Z
N405963,E100947,rsvp,CCTV near library needs check.,2025-09-22T19:47:21Z
N405964,E106188,maintenance,Broken chair in seminar room.,2025-09-09T23:16:38Z
N405965,E101675,helpdesk,Wi-Fi not working in hostel block.,2025-09-10T09:42:57Z
N405966,E101728,rsvp,Confirmed attendance for robotics workshop.,2025-09-05T02:05:35Z
N405967,E105807,rsvp,Requesting lab access.,2025-09-18T18:19:31Z
N405968,E106418,maintenance,Broken chair in seminar room.,2025-09-22T12:17:05Z
N405969,E102056,helpdesk,Requesting lab access.,2025-08-27T15:46:03Z
N405970,E104303,helpdesk,Confirmed attendance for robotics workshop.,2025-09-01T14:28:33Z
N405971,E103282,helpdesk,Wi-Fi not working in hostel block.,2025-09-15T18:19:12Z
N405972,E101897,helpdesk,Requesting lab access.,2025-09-06T08:04:44Z
N405973,E105658,incident,Confirmed attendance for robotics workshop.,2025-09-03T01:18:48Z
N405974,E100437,rsvp,Wi-Fi not working in hostel block.,2025-09-23T21:24:24Z
N405975,E105360,rsvp,Wi-Fi not working in hostel block.,2025-09-01T16:16:05Z
N405976,E101129,maintenance,Confirmed attendance for robotics workshop.,2025-09-08T08:04:12Z
N405977,E100752,incident,CCTV near library needs check.,2025-09-20T01:28:16Z
N405978,E105541,helpdesk,Requesting lab access.,2025-09-13T11:50:55Z
N405979,E105437,rsvp,Requesting lab access.,2025-09-20T08:03:18Z
N405980,E106594,incident,CCTV near library needs check.,2025-08-28T14:13:59Z
N405981,E102247,rsvp,CCTV near library needs check.,2025-09-01T07:18:13Z
N405982,E101269,rsvp,Broken chair in seminar room.,2025-08-31T21:22:45Z
N405983,E104187,incident,CCTV near library needs check.,2025-08-28T22:15:11Z
N405984,E104915,maintenance,Wi-Fi not working in hostel block.,2025-08-28T07:50:24Z
N405985,E102068,maintenance,Broken chair in seminar room.,2025-09-10T15:51:40Z
N405986,E101445,rsvp,Requesting lab access.,2025-09-16T01:16:29Z
N405987,E102448,feedback,Wi-Fi not working in hostel block.,2025-09-24T19:29:15Z
N405988,E104933,incident,Requesting lab access.,2025-08-27T15:34:05Z
N405989,E104223,maintenance,Requesting lab access.,2025-09-01T14:00:24Z
N405990,E105738,maintenance,Requesting lab access.,2025-08-30T19:31:47Z
N405991,E104408,incident,Broken chair in seminar room.,2025-08-31T20:43:21Z
N405992,E102914,feedback,Confirmed attendance for robotics workshop.,2025-09-02T17:52:40Z
N405993,E101863,helpdesk,Wi-Fi not working in hostel block.,2025-09-01T11:40:51Z
N405994,E100148,maintenance,Broken chair in seminar room.,2025-09-16T05:25:47Z
N405995,E103964,helpdesk,Requesting lab access.,2025-09-25T19:35:55Z
N405996,E101477,helpdesk,Wi-Fi not working in hostel block.,2025-09-08T19:15:03Z
N405997,E100099,maintenance,CCTV near library needs check.,2025-09-06T22:32:40Z
N405998,E101007,rsvp,Wi-Fi not working in hostel block.,2025-09-05T14:51:51Z
N405999,E104406,helpdesk,Broken chair in seminar room.,2025-09-12T06:37:39Z
N406000,E105046,feedback,Wi-Fi not working in hostel block.,2025-09-15T00:45:33Z
N406001,E105714,feedback,Wi-Fi not working in hostel block.,2025-09-25T22:16:21Z
N406002,E101700,feedback,CCTV near library needs check.,2025-08-31T17:23:04Z
N406003,E105557,helpdesk,Confirmed attendance for robotics workshop.,2025-09-20T00:36:02Z
N406004,E104802,feedback,Requesting lab access.,2025-09-16T21:17:56Z
N406005,E102507,incident,Confirmed attendance for robotics workshop.,2025-09-17T06:18:29Z
N406006,E100984,feedback,Confirmed attendance for robotics workshop.,2025-09-01T11:24:59Z
N406007,E100571,maintenance,Wi-Fi not working in hostel block.,2025-09-20T11:05:00Z
N406008,E102626,incident,CCTV near library needs check.,2025-09-11T22:32:43Z
N406009,E106913,rsvp,CCTV near library needs check.,2025-09-13T20:55:16Z
N406010,E102284,incident,Broken chair in seminar room.,2025-09-24T09:08:47Z
N406011,E101934,incident,Wi-Fi not working in hostel block.,2025-09-08T04:49:14Z
N406012,E105209,rsvp,Requesting lab access.,2025-09-17T09:04:41Z
N406013,E106614,feedback,Requesting lab access.,2025-09-19T03:35:29Z
N406014,E105766,maintenance,Confirmed attendance for robotics workshop.,2025-09-16T10:40:29Z
N406015,E103050,helpdesk,Requesting lab access.,2025-09-11T09:00:06Z
N406016,E105723,maintenance,Requesting lab access.,2025-09-01T02:07:04Z
N406017,E102862,incident,CCTV near library needs check.,2025-09-24T06:18:39Z
N406018,E105588,maintenance,Confirmed attendance for robotics workshop.,2025-08-30T04:54:25Z
N406019,E104854,feedback,Wi-Fi not working in hostel block.,2025-09-14T07:33:37Z
N406020,E102776,rsvp,CCTV near library needs check.,2025-09-12T14:01:02Z
N406021,E101403,rsvp,Confirmed attendance for robotics workshop.,2025-09-12T09:49:51Z
N406022,E105751,maintenance,CCTV near library needs check.,2025-09-23T03:37:52Z
N406023,E101517,feedback,Wi-Fi not working in hostel block.,2025-09-17T00:31:11Z
N406024,E100366,helpdesk,Confirmed attendance for robotics workshop.,2025-09-05T13:19:25Z
N406025,E101628,feedback,Wi-Fi not working in hostel block.,2025-09-14T02:04:02Z
N406026,E102728,feedback,CCTV near library needs check.,2025-09-12T14:53:16Z
N406027,E103132,helpdesk,Wi-Fi not working in hostel block.,2025-08-27T02:03:10Z
N406028,E102071,helpdesk,Wi-Fi not working in hostel block.,2025-09-10T19:25:04Z
N406029,E103565,maintenance,Wi-Fi not working in hostel block.,2025-09-03T02:05:33Z
N406030,E101153,maintenance,CCTV near library needs check.,2025-09-23T16:47:37Z
N406031,E100024,rsvp,Confirmed attendance for robotics workshop.,2025-09-22T23:50:28Z
N406032,E103735,helpdesk,Wi-Fi not working in hostel block.,2025-09-17T03:26:18Z
N406033,E105253,rsvp,Requesting lab access.,2025-09-04T17:53:48Z
N406034,E103166,maintenance,Broken chair in seminar room.,2025-09-21T12:59:21Z
N406035,E104253,incident,Confirmed attendance for robotics workshop.,2025-09-23T11:00:40Z
N406036,E102500,feedback,Wi-Fi not working in hostel block.,2025-09-04T22:37:38Z
N406037,E104111,helpdesk,CCTV near library needs check.,2025-09-06T16:43:47Z
N406038,E106472,helpdesk,CCTV near library needs check.,2025-08-27T22:25:06Z
N406039,E105472,feedback,CCTV near library needs check.,2025-09-06T19:55:04Z
N406040,E104152,feedback,Broken chair in seminar room.,2025-09-14T22:08:58Z
N406041,E100789,incident,CCTV near library needs check.,2025-09-15T03:06:30Z
N406042,E100804,maintenance,CCTV near library needs check.,2025-09-08T08:27:00Z
N406043,E105375,helpdesk,Confirmed attendance for robotics workshop.,2025-09-10T17:46:56Z
N406044,E101399,maintenance,CCTV near library needs check.,2025-09-15T18:03:46Z
N406045,E103860,feedback,Wi-Fi not working in hostel block.,2025-09-20T05:24:08Z
N406046,E100150,helpdesk,Wi-Fi not working in hostel block.,2025-09-08T16:24:03Z
N406047,E106419,rsvp,Requesting lab access.,2025-09-06T08:17:23Z
N406048,E100475,rsvp,Broken chair in seminar room.,2025-09-09T01:50:28Z
N406049,E103759,rsvp,Broken chair in seminar room.,2025-09-16T23:06:40Z
N406050,E101824,helpdesk,Confirmed attendance for robotics workshop.,2025-09-10T04:30:38Z
N406051,E100089,helpdesk,Wi-Fi not working in hostel block.,2025-09-03T20:07:48Z
N406052,E100406,incident,Broken chair in seminar room.,2025-09-12T13:15:34Z
N406053,E106683,feedback,Requesting lab access.,2025-09-20T15:56:57Z
N406054,E101126,maintenance,CCTV near library needs check.,2025-09-04T20:41:22Z
